"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","040","AUT","Austria","2016","65.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","040","AUT","Austria","2017","65.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","040","AUT","Austria","2018","65.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","040","AUT","Austria","2019","67.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","040","AUT","Austria","2020","66.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","040","AUT","Austria","2021","66.8",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","040","AUT","Austria","2022","66.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2005","24.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2006","24.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2007","24.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2008","24.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2009","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2010","24.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2011","24.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2012","23.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2013","23.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2014","23.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2015","23.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2016","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2017","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2018","24.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2019","24.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2020","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2021","24.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","031","AZE","Azerbaijan","2022","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2005","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2006","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2007","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2008","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2009","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2010","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2011","96.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2012","26.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2013","26.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2014","26.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2015","26.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2016","26.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2017","26.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2018","26.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2019","26.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2020","26.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2021","26.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","112","BLR","Belarus","2022","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2005","116.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2006","116.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2007","116.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2008","115.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2009","117.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2010","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2011","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2012","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2013","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2014","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2015","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2016","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2017","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2018","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2019","118.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2020","118.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2021","118.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","056","BEL","Belgium","2022","118.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2005","20.0",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2006","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2007","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2008","19.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2009","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2010","20.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2011","20.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2012","20.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2013","20.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2014","20.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2015","20.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2016","19.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2017","19.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2018","19.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2019","19.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2020","19.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2021","19.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","070","BIH","Bosnia and Herzegovina","2022","19.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2005","37.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2006","37.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2007","37.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2008","37.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2009","37.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2010","36.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2011","36.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2012","36.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2013","36.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2014","36.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2015","36.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2016","36.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2017","36.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2018","36.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2019","36.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2020","36.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2021","36.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","100","BGR","Bulgaria","2022","36.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2005","7.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2006","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2007","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2008","7.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2009","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2010","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2011","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2012","6.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2013","6.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2014","6.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2015","6.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2016","6.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2017","6.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2018","6.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2019","6.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2020","6.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2021","6.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","124","CAN","Canada","2022","..",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2005","48.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2006","48.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2007","48.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2008","48.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2009","48.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2010","48.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2011","48.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2012","48.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2013","48.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2014","46.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2015","46.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2016","46.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2017","46.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2018","46.1",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2019","46.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2020","46.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2021","46.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","191","HRV","Croatia","2022","46.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2005","121.9",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2006","121.7",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2007","121.6",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2008","121.5",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2009","121.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2010","121.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2011","121.4",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2012","121.3",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2013","121.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2014","121.2",
"47","Railway density, total length of lines operated (km) per 1000 km2","Railway density","Kilometres of lines operated per 1000 sq. kms.","203","CZE","Czechia","2015","121.3",
