Country_Code,Country_Name,Year,GDP_per_Capita_USD,KM_Railway_per_1000_sq_km,Population_Density_sq_km,Land_Area_sq_km,Share_Indicator,Share_Value,Infrastructure_Indicator,Infrastructure_USD
ALB,Albania,2013,4413.06338346821,12.0,105.660291970803,27400.0,Share of household expenditure for transport in total household expenditure,5.210683122001,Road infrastructure maintenance,9357786.787095034
ALB,Albania,2014,4578.63320812155,12.0,105.441751824818,27400.0,Share of value added by the transport sector,3.4417809287764,Rail infrastructure investment,741620.948022945
ALB,Albania,2014,4578.63320812155,12.0,105.441751824818,27400.0,Share of value added by the transport sector,3.4417809287764,Road infrastructure investment,206208851.43429312
ALB,Albania,2014,4578.63320812155,12.0,105.441751824818,27400.0,Share of value added by the transport sector,3.4417809287764,Road infrastructure maintenance,16330952.0100721
ALB,Albania,2014,4578.63320812155,12.0,105.441751824818,27400.0,Share of household expenditure for transport in total household expenditure,5.1169220953047,Rail infrastructure investment,741620.948022945
ALB,Albania,2014,4578.63320812155,12.0,105.441751824818,27400.0,Share of household expenditure for transport in total household expenditure,5.1169220953047,Road infrastructure investment,206208851.43429312
ALB,Albania,2014,4578.63320812155,12.0,105.441751824818,27400.0,Share of household expenditure for transport in total household expenditure,5.1169220953047,Road infrastructure maintenance,16330952.0100721
ALB,Albania,2015,3952.80357364813,13.2,105.135145985401,27400.0,Share of value added by the transport sector,3.4746839015243,Rail infrastructure investment,587808.9893672211
ALB,Albania,2015,3952.80357364813,13.2,105.135145985401,27400.0,Share of value added by the transport sector,3.4746839015243,Road infrastructure investment,191782734.88918072
ALB,Albania,2015,3952.80357364813,13.2,105.135145985401,27400.0,Share of value added by the transport sector,3.4746839015243,Road infrastructure maintenance,8960736.38514198
ALB,Albania,2015,3952.80357364813,13.2,105.135145985401,27400.0,Share of household expenditure for transport in total household expenditure,5.0329203817775,Rail infrastructure investment,587808.9893672211
ALB,Albania,2015,3952.80357364813,13.2,105.135145985401,27400.0,Share of household expenditure for transport in total household expenditure,5.0329203817775,Road infrastructure investment,191782734.88918072
ALB,Albania,2015,3952.80357364813,13.2,105.135145985401,27400.0,Share of household expenditure for transport in total household expenditure,5.0329203817775,Road infrastructure maintenance,8960736.38514198
ALB,Albania,2016,4124.05538986272,11.6,104.967189781022,27400.0,Share of value added by the transport sector,3.4980396497669,Rail infrastructure investment,0.0
ALB,Albania,2016,4124.05538986272,11.6,104.967189781022,27400.0,Share of value added by the transport sector,3.4980396497669,Road infrastructure investment,95380168.05743691
ALB,Albania,2016,4124.05538986272,11.6,104.967189781022,27400.0,Share of value added by the transport sector,3.4980396497669,Road infrastructure maintenance,13915126.625598392
ALB,Albania,2016,4124.05538986272,11.6,104.967189781022,27400.0,Share of household expenditure for transport in total household expenditure,5.0489787674313,Rail infrastructure investment,0.0
ALB,Albania,2016,4124.05538986272,11.6,104.967189781022,27400.0,Share of household expenditure for transport in total household expenditure,5.0489787674313,Road infrastructure investment,95380168.05743691
ALB,Albania,2016,4124.05538986272,11.6,104.967189781022,27400.0,Share of household expenditure for transport in total household expenditure,5.0489787674313,Road infrastructure maintenance,13915126.625598392
ALB,Albania,2017,4531.03220675893,11.6,104.870693430657,27400.0,Share of value added by the transport sector,3.658512996255,Rail infrastructure investment,0.0
ALB,Albania,2017,4531.03220675893,11.6,104.870693430657,27400.0,Share of value added by the transport sector,3.658512996255,Road infrastructure investment,170165181.3462281
ALB,Albania,2017,4531.03220675893,11.6,104.870693430657,27400.0,Share of value added by the transport sector,3.658512996255,Road infrastructure maintenance,14545259.42056885
ALB,Albania,2017,4531.03220675893,11.6,104.870693430657,27400.0,Share of household expenditure for transport in total household expenditure,5.0678585999132,Rail infrastructure investment,0.0
ALB,Albania,2017,4531.03220675893,11.6,104.870693430657,27400.0,Share of household expenditure for transport in total household expenditure,5.0678585999132,Road infrastructure investment,170165181.3462281
ALB,Albania,2017,4531.03220675893,11.6,104.870693430657,27400.0,Share of household expenditure for transport in total household expenditure,5.0678585999132,Road infrastructure maintenance,14545259.42056885
ALB,Albania,2018,5287.66080067575,11.6,104.612262773723,27400.0,Share of value added by the transport sector,3.758583568293,Rail infrastructure investment,326299.0461810843
ALB,Albania,2018,5287.66080067575,11.6,104.612262773723,27400.0,Share of value added by the transport sector,3.758583568293,Road infrastructure investment,181100164.7056477
ALB,Albania,2018,5287.66080067575,11.6,104.612262773723,27400.0,Share of value added by the transport sector,3.758583568293,Road infrastructure maintenance,14385677.742944622
ALB,Albania,2018,5287.66080067575,11.6,104.612262773723,27400.0,Share of household expenditure for transport in total household expenditure,5.2695596136589,Rail infrastructure investment,326299.0461810843
ALB,Albania,2018,5287.66080067575,11.6,104.612262773723,27400.0,Share of household expenditure for transport in total household expenditure,5.2695596136589,Road infrastructure investment,181100164.7056477
ALB,Albania,2018,5287.66080067575,11.6,104.612262773723,27400.0,Share of household expenditure for transport in total household expenditure,5.2695596136589,Road infrastructure maintenance,14385677.742944622
ALB,Albania,2019,5396.2142432843,8.2,104.167554744526,27400.0,Share of value added by the transport sector,3.7496639619548,Rail infrastructure investment,1155332.235071424
ALB,Albania,2019,5396.2142432843,8.2,104.167554744526,27400.0,Share of value added by the transport sector,3.7496639619548,Road infrastructure investment,188190648.72802392
ALB,Albania,2019,5396.2142432843,8.2,104.167554744526,27400.0,Share of value added by the transport sector,3.7496639619548,Rail infrastructure maintenance,27049.686865253603
ALB,Albania,2019,5396.2142432843,8.2,104.167554744526,27400.0,Share of value added by the transport sector,3.7496639619548,Road infrastructure maintenance,13964215.959707541
ALB,Albania,2019,5396.2142432843,8.2,104.167554744526,27400.0,Share of household expenditure for transport in total household expenditure,5.3453975348701,Rail infrastructure investment,1155332.235071424
ALB,Albania,2019,5396.2142432843,8.2,104.167554744526,27400.0,Share of household expenditure for transport in total household expenditure,5.3453975348701,Road infrastructure investment,188190648.72802392
ALB,Albania,2019,5396.2142432843,8.2,104.167554744526,27400.0,Share of household expenditure for transport in total household expenditure,5.3453975348701,Rail infrastructure maintenance,27049.686865253603
ALB,Albania,2019,5396.2142432843,8.2,104.167554744526,27400.0,Share of household expenditure for transport in total household expenditure,5.3453975348701,Road infrastructure maintenance,13964215.959707541
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of value added by the transport sector,3.2029693114479,Rail infrastructure investment,1607276.1103627551
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of value added by the transport sector,3.2029693114479,Road infrastructure investment,238922457.93236542
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of value added by the transport sector,3.2029693114479,Rail infrastructure maintenance,24005.44642251492
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of value added by the transport sector,3.2029693114479,Road infrastructure maintenance,9692790.920044793
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,,Rail infrastructure investment,1607276.1103627551
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,,Road infrastructure investment,238922457.93236542
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,,Rail infrastructure maintenance,24005.44642251492
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,,Road infrastructure maintenance,9692790.920044793
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for transport in total household expenditure,5.750325382137,Rail infrastructure investment,1607276.1103627551
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for transport in total household expenditure,5.750325382137,Road infrastructure investment,238922457.93236542
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for transport in total household expenditure,5.750325382137,Rail infrastructure maintenance,24005.44642251492
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for transport in total household expenditure,5.750325382137,Road infrastructure maintenance,9692790.920044793
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for transport services in total household expenditure for transport,,Rail infrastructure investment,1607276.1103627551
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for transport services in total household expenditure for transport,,Road infrastructure investment,238922457.93236542
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for transport services in total household expenditure for transport,,Rail infrastructure maintenance,24005.44642251492
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for transport services in total household expenditure for transport,,Road infrastructure maintenance,9692790.920044793
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,,Rail infrastructure investment,1607276.1103627551
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,,Road infrastructure investment,238922457.93236542
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,,Rail infrastructure maintenance,24005.44642251492
ALB,Albania,2020,5343.0377039956,7.1,103.571131386861,27400.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,,Road infrastructure maintenance,9692790.920044793
ALB,Albania,2021,6377.20309553753,7.8,102.615547445255,27400.0,Share of value added by the transport sector,3.5594458019794,Rail infrastructure investment,5844850.941317928
ALB,Albania,2021,6377.20309553753,7.8,102.615547445255,27400.0,Share of value added by the transport sector,3.5594458019794,Road infrastructure investment,284327098.7059067
ALB,Albania,2021,6377.20309553753,7.8,102.615547445255,27400.0,Share of value added by the transport sector,3.5594458019794,Rail infrastructure maintenance,24375.38733374724
ALB,Albania,2021,6377.20309553753,7.8,102.615547445255,27400.0,Share of value added by the transport sector,3.5594458019794,Road infrastructure maintenance,23021199.148539063
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for transport in total household expenditure,13.387057925729,Rail infrastructure investment,1610350000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for transport in total household expenditure,13.387057925729,Road infrastructure investment,930900000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for transport in total household expenditure,13.387057925729,Rail infrastructure maintenance,347750000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for transport in total household expenditure,13.387057925729,Road infrastructure maintenance,520020000.00000006
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.312827254205,Rail infrastructure investment,1610350000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.312827254205,Road infrastructure investment,930900000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.312827254205,Rail infrastructure maintenance,347750000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.312827254205,Road infrastructure maintenance,520020000.00000006
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,53.713508568936,Rail infrastructure investment,1610350000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,53.713508568936,Road infrastructure investment,930900000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,53.713508568936,Rail infrastructure maintenance,347750000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,53.713508568936,Road infrastructure maintenance,520020000.00000006
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for transport services in total household expenditure for transport,17.973664176859,Rail infrastructure investment,1610350000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for transport services in total household expenditure for transport,17.973664176859,Road infrastructure investment,930900000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for transport services in total household expenditure for transport,17.973664176859,Rail infrastructure maintenance,347750000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of household expenditure for transport services in total household expenditure for transport,17.973664176859,Road infrastructure maintenance,520020000.00000006
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of value added by the transport sector,5.6108196119109,Rail infrastructure investment,1610350000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of value added by the transport sector,5.6108196119109,Road infrastructure investment,930900000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of value added by the transport sector,5.6108196119109,Rail infrastructure maintenance,347750000.0
AUT,Austria,2007,46915.3374004507,74.6,100.526987396995,82520.0,Share of value added by the transport sector,5.6108196119109,Road infrastructure maintenance,520020000.00000006
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for transport in total household expenditure,13.324201866793,Rail infrastructure investment,2071520000.0000002
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for transport in total household expenditure,13.324201866793,Road infrastructure investment,417300000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for transport in total household expenditure,13.324201866793,Rail infrastructure maintenance,368080000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for transport in total household expenditure,13.324201866793,Road infrastructure maintenance,598130000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.503336646788,Rail infrastructure investment,2071520000.0000002
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.503336646788,Road infrastructure investment,417300000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.503336646788,Rail infrastructure maintenance,368080000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.503336646788,Road infrastructure maintenance,598130000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,54.609207919805,Rail infrastructure investment,2071520000.0000002
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,54.609207919805,Road infrastructure investment,417300000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,54.609207919805,Rail infrastructure maintenance,368080000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,54.609207919805,Road infrastructure maintenance,598130000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for transport services in total household expenditure for transport,16.887455433408,Rail infrastructure investment,2071520000.0000002
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for transport services in total household expenditure for transport,16.887455433408,Road infrastructure investment,417300000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for transport services in total household expenditure for transport,16.887455433408,Rail infrastructure maintenance,368080000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of household expenditure for transport services in total household expenditure for transport,16.887455433408,Road infrastructure maintenance,598130000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of employment in the transport sector,4.7832446394672,Rail infrastructure investment,2071520000.0000002
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of employment in the transport sector,4.7832446394672,Road infrastructure investment,417300000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of employment in the transport sector,4.7832446394672,Rail infrastructure maintenance,368080000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of employment in the transport sector,4.7832446394672,Road infrastructure maintenance,598130000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of value added by the transport sector,5.5400359036327,Rail infrastructure investment,2071520000.0000002
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of value added by the transport sector,5.5400359036327,Road infrastructure investment,417300000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of value added by the transport sector,5.5400359036327,Rail infrastructure maintenance,368080000.0
AUT,Austria,2010,46903.7615854343,69.5,101.350024236549,82520.0,Share of value added by the transport sector,5.5400359036327,Road infrastructure maintenance,598130000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for transport in total household expenditure,13.776697080154,Rail infrastructure investment,2293010000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for transport in total household expenditure,13.776697080154,Road infrastructure investment,324210000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for transport in total household expenditure,13.776697080154,Rail infrastructure maintenance,482570000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for transport in total household expenditure,13.776697080154,Road infrastructure maintenance,528580000.00000006
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.883213271829,Rail infrastructure investment,2293010000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.883213271829,Road infrastructure investment,324210000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.883213271829,Rail infrastructure maintenance,482570000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,28.883213271829,Road infrastructure maintenance,528580000.00000006
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,54.635376175672,Rail infrastructure investment,2293010000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,54.635376175672,Road infrastructure investment,324210000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,54.635376175672,Rail infrastructure maintenance,482570000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,54.635376175672,Road infrastructure maintenance,528580000.00000006
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for transport services in total household expenditure for transport,16.481410552499,Rail infrastructure investment,2293010000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for transport services in total household expenditure for transport,16.481410552499,Road infrastructure investment,324210000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for transport services in total household expenditure for transport,16.481410552499,Rail infrastructure maintenance,482570000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of household expenditure for transport services in total household expenditure for transport,16.481410552499,Road infrastructure maintenance,528580000.00000006
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of employment in the transport sector,4.978500527462,Rail infrastructure investment,2293010000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of employment in the transport sector,4.978500527462,Road infrastructure investment,324210000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of employment in the transport sector,4.978500527462,Rail infrastructure maintenance,482570000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of employment in the transport sector,4.978500527462,Road infrastructure maintenance,528580000.00000006
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of value added by the transport sector,5.5332158724186,Rail infrastructure investment,2293010000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of value added by the transport sector,5.5332158724186,Road infrastructure investment,324210000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of value added by the transport sector,5.5332158724186,Rail infrastructure maintenance,482570000.0
AUT,Austria,2011,51442.2762464407,65.6,101.692232186137,82520.0,Share of value added by the transport sector,5.5332158724186,Road infrastructure maintenance,528580000.00000006
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for transport in total household expenditure,13.533970518898,Rail infrastructure investment,1806160000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for transport in total household expenditure,13.533970518898,Road infrastructure investment,349890000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for transport in total household expenditure,13.533970518898,Rail infrastructure maintenance,513600000.00000006
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for transport in total household expenditure,13.533970518898,Road infrastructure maintenance,553190000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,27.28785984755,Rail infrastructure investment,1806160000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,27.28785984755,Road infrastructure investment,349890000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,27.28785984755,Rail infrastructure maintenance,513600000.00000006
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for purchase of vehicles in total household expenditure for transport,27.28785984755,Road infrastructure maintenance,553190000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,55.660752479982,Rail infrastructure investment,1806160000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,55.660752479982,Road infrastructure investment,349890000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,55.660752479982,Rail infrastructure maintenance,513600000.00000006
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for operation of personal transport equipment in total household expenditure for transport,55.660752479982,Road infrastructure maintenance,553190000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for transport services in total household expenditure for transport,17.051387672468,Rail infrastructure investment,1806160000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for transport services in total household expenditure for transport,17.051387672468,Road infrastructure investment,349890000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for transport services in total household expenditure for transport,17.051387672468,Rail infrastructure maintenance,513600000.00000006
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of household expenditure for transport services in total household expenditure for transport,17.051387672468,Road infrastructure maintenance,553190000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of employment in the transport sector,5.0319508373323,Rail infrastructure investment,1806160000.0
AUT,Austria,2012,48564.9173350875,66.4,102.156943771207,82520.0,Share of employment in the transport sector,5.0319508373323,Road infrastructure investment,349890000.0
